repository_name,release_id,tag_name,release_name,html_url,is_draft,is_prerelease,created_at,published_at,author_login,author_type,body_content,target_commitish,assets_count,tarball_url,zipball_url,published_year,published_month,published_day,published_week,body_length
stackflow,176983643,@stackflow/react@1.4.0,@stackflow/react@1.4.0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/react%401.4.0,false,false,2024-09-26T06:24:47Z,2024-09-26T06:24:57Z,github-actions[bot],User,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API
-   412de46: add `config` property in loader args
",main,0,https://api.github.com/repos/daangn/stackflow/tarball/@stackflow/react@1.4.0,https://api.github.com/repos/daangn/stackflow/zipball/@stackflow/react@1.4.0,2024,9,26,39,121
stackflow,176983651,@stackflow/plugin-preload@1.4.3,@stackflow/plugin-preload@1.4.3,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-preload%401.4.3,false,false,2024-09-26T06:24:47Z,2024-09-26T06:25:00Z,github-actions[bot],User,"
",main,0,https://api.github.com/repos/daangn/stackflow/tarball/@stackflow/plugin-preload@1.4.3,https://api.github.com/repos/daangn/stackflow/zipball/@stackflow/plugin-preload@1.4.3,2024,9,26,39,1
stackflow,176983638,@stackflow/plugin-history-sync@1.7.0,@stackflow/plugin-history-sync@1.7.0,https://github.com/daangn/stackflow/releases/tag/%40stackflow/plugin-history-sync%401.7.0,false,false,2024-09-26T06:24:47Z,2024-09-26T06:24:51Z,github-actions[bot],User,"### Minor Changes

-   7b1780f: feat: Support `<Link />` in Future API

### Patch Changes

-   dc26742: fix(plugin-history-sync): replace json-cycle with flatted
",main,0,https://api.github.com/repos/daangn/stackflow/tarball/@stackflow/plugin-history-sync@1.7.0,https://api.github.com/repos/daangn/stackflow/zipball/@stackflow/plugin-history-sync@1.7.0,2024,9,26,39,162
seed-design,222380899,@seed-design/webpack-plugin@0.0.30,@seed-design/webpack-plugin@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:52Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/webpack-plugin@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/webpack-plugin@0.0.30,2025,6,2,22,86
seed-design,222380970,@seed-design/vite-plugin@0.0.30,@seed-design/vite-plugin@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:02:10Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/vite-plugin@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/vite-plugin@0.0.30,2025,6,2,22,86
seed-design,222380892,@seed-design/stackflow@0.0.30,@seed-design/stackflow@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:49Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/stackflow@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/stackflow@0.0.30,2025,6,2,22,86
seed-design,222380873,@seed-design/rsbuild-plugin@0.0.30,@seed-design/rsbuild-plugin@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:46Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/rsbuild-plugin@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/rsbuild-plugin@0.0.30,2025,6,2,22,86
seed-design,222380933,@seed-design/react@0.0.30,@seed-design/react@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:02:01Z,github-actions[bot],User,"### Patch Changes

-   4610b5b: PullToRefresh에 disabled prop을 추가합니다.

-   739b6bf: Tabs.Indicator의 width가 첫 렌더링 시 0으로 설정되는 문제를 수정합니다.

    Tabs의 불필요한 리렌더링을 줄입니다.

-   285cb9b: - `ContextualFloatingButton`과 `FloatingActionButton` 컴포넌트를 제공합니다.
    -   기존의 `Fab` 및 `ExtendedFab`를 deprecate합니다.
    -   Floating 요소들의 위치를 편리하게 제어하도록 `Float` 유틸리티 컴포넌트를 제공합니다.

-   Updated dependencies [4610b5b]

-   Updated dependencies [739b6bf]

-   Updated dependencies [285cb9b]
    -   @seed-design/react-pull-to-refresh@0.0.6
    -   @seed-design/react-tabs@0.0.7
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/react@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/react@0.0.30,2025,6,2,22,581
seed-design,222380957,@seed-design/react-tabs@0.0.7,@seed-design/react-tabs@0.0.7,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-tabs%400.0.7,false,false,2025-06-02T10:01:42Z,2025-06-02T10:02:07Z,github-actions[bot],User,"### Patch Changes

-   739b6bf: Tabs.Indicator의 width가 첫 렌더링 시 0으로 설정되는 문제를 수정합니다.

    Tabs의 불필요한 리렌더링을 줄입니다.
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/react-tabs@0.0.7,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/react-tabs@0.0.7,2025,6,2,22,111
seed-design,222380923,@seed-design/react-pull-to-refresh@0.0.6,@seed-design/react-pull-to-refresh@0.0.6,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-pull-to-refresh%400.0.6,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:58Z,github-actions[bot],User,"### Patch Changes

-   4610b5b: PullToRefresh에 disabled prop을 추가합니다.
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/react-pull-to-refresh@0.0.6,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/react-pull-to-refresh@0.0.6,2025,6,2,22,69
seed-design,222380863,@seed-design/mcp@0.0.30,@seed-design/mcp@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/mcp%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:43Z,github-actions[bot],User,"### Patch Changes

-   @seed-design/figma@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/mcp@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/mcp@0.0.30,2025,6,2,22,49
seed-design,222380913,@seed-design/figma@0.0.30,@seed-design/figma@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/figma%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:01:55Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [285cb9b]
    -   @seed-design/css@0.0.30
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/figma@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/figma@0.0.30,2025,6,2,22,86
seed-design,222380944,@seed-design/css@0.0.30,@seed-design/css@0.0.30,https://github.com/daangn/seed-design/releases/tag/%40seed-design/css%400.0.30,false,false,2025-06-02T10:01:42Z,2025-06-02T10:02:04Z,github-actions[bot],User,"### Patch Changes

-   285cb9b: - `ContextualFloatingButton`과 `FloatingActionButton` 컴포넌트를 제공합니다.
    -   기존의 `Fab` 및 `ExtendedFab`를 deprecate합니다.
    -   Floating 요소들의 위치를 편리하게 제어하도록 `Float` 유틸리티 컴포넌트를 제공합니다.
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/css@0.0.30,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/css@0.0.30,2025,6,2,22,210
seed-design,222071806,@seed-design/webpack-plugin@0.0.29,@seed-design/webpack-plugin@0.0.29,https://github.com/daangn/seed-design/releases/tag/%40seed-design/webpack-plugin%400.0.29,false,false,2025-05-30T12:57:26Z,2025-05-30T12:58:30Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/webpack-plugin@0.0.29,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/webpack-plugin@0.0.29,2025,5,30,21,86
seed-design,222071761,@seed-design/vite-plugin@0.0.29,@seed-design/vite-plugin@0.0.29,https://github.com/daangn/seed-design/releases/tag/%40seed-design/vite-plugin%400.0.29,false,false,2025-05-30T12:57:26Z,2025-05-30T12:58:21Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/vite-plugin@0.0.29,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/vite-plugin@0.0.29,2025,5,30,21,86
seed-design,222071673,@seed-design/stackflow@0.0.29,@seed-design/stackflow@0.0.29,https://github.com/daangn/seed-design/releases/tag/%40seed-design/stackflow%400.0.29,false,false,2025-05-30T12:57:26Z,2025-05-30T12:58:03Z,github-actions[bot],User,"### Patch Changes

-   29ec9f0: `reactSlot.createSlot is not a function` 오류가 발생하지 않도록, radix-ui/react-slot 버전을 1.2.3으로 수정합니다.
-   Updated dependencies [116ee2c]
-   Updated dependencies [29ec9f0]
    -   @seed-design/css@0.0.29
    -   @seed-design/react-primitive@0.0.3
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/stackflow@0.0.29,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/stackflow@0.0.29,2025,5,30,21,271
seed-design,222071798,@seed-design/rsbuild-plugin@0.0.29,@seed-design/rsbuild-plugin@0.0.29,https://github.com/daangn/seed-design/releases/tag/%40seed-design/rsbuild-plugin%400.0.29,false,false,2025-05-30T12:57:26Z,2025-05-30T12:58:27Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [116ee2c]
    -   @seed-design/css@0.0.29
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/rsbuild-plugin@0.0.29,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/rsbuild-plugin@0.0.29,2025,5,30,21,86
seed-design,222071568,@seed-design/react@0.0.29,@seed-design/react@0.0.29,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react%400.0.29,false,false,2025-05-30T12:57:26Z,2025-05-30T12:57:36Z,github-actions[bot],User,"### Patch Changes

-   29ec9f0: `reactSlot.createSlot is not a function` 오류가 발생하지 않도록, radix-ui/react-slot 버전을 1.2.3으로 수정합니다.
-   Updated dependencies [116ee2c]
-   Updated dependencies [29ec9f0]
    -   @seed-design/css@0.0.29
    -   @seed-design/react-primitive@0.0.3
    -   @seed-design/react-avatar@0.0.4
    -   @seed-design/react-checkbox@0.0.4
    -   @seed-design/react-dialog@0.0.5
    -   @seed-design/react-popover@0.0.7
    -   @seed-design/react-progress@0.0.4
    -   @seed-design/react-pull-to-refresh@0.0.5
    -   @seed-design/react-radio-group@0.0.4
    -   @seed-design/react-segmented-control@0.0.5
    -   @seed-design/react-snackbar@0.0.5
    -   @seed-design/react-switch@0.0.4
    -   @seed-design/react-tabs@0.0.6
    -   @seed-design/react-text-field@0.0.4
    -   @seed-design/react-toggle@0.0.4
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/react@0.0.29,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/react@0.0.29,2025,5,30,21,825
seed-design,222071707,@seed-design/react-toggle@0.0.4,@seed-design/react-toggle@0.0.4,https://github.com/daangn/seed-design/releases/tag/%40seed-design/react-toggle%400.0.4,false,false,2025-05-30T12:57:26Z,2025-05-30T12:58:09Z,github-actions[bot],User,"### Patch Changes

-   Updated dependencies [29ec9f0]
    -   @seed-design/react-primitive@0.0.3
",dev,0,https://api.github.com/repos/daangn/seed-design/tarball/@seed-design/react-toggle@0.0.4,https://api.github.com/repos/daangn/seed-design/zipball/@seed-design/react-toggle@0.0.4,2025,5,30,21,97
